도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Jaipur,2018-04-21,126.39,476.74,8.17,30.55,30.89,18.35,0.53,6.64,66.89,0.18,7.64,,434.0,Severe
Hyderabad,2017-12-20,88.14,152.17,16.01,67.71,48.21,17.75,1.33,21.88,43.0,6.11,34.41,9.3,151.0,Moderate
Hyderabad,2018-03-23,56.64,146.7,13.11,58.35,41.43,23.52,1.01,16.25,36.12,3.31,18.45,4.81,128.0,Moderate
Amaravati,2018-03-11,41.67,80.09,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08,0.1,88.0,Satisfactory
Delhi,2016-04-17,102.86,283.02,30.63,42.35,61.61,21.22,1.04,13.34,66.77,2.91,7.11,,247.0,Poor
Jorapokhar,2019-05-14,,71.3,7.91,7.37,,6.57,1.77,5.13,32.56,,,,131.0,Moderate
Kolkata,2019-11-27,114.92,232.5,63.4,55.04,115.33,27.83,1.47,8.3,41.27,33.49,43.63,5.91,276.0,Poor
Patna,2017-03-14,70.14,,27.38,76.12,103.5,,0.96,2.0,28.34,0.09,0.49,0.16,,
Gurugram,2017-10-28,160.09,,11.21,23.76,,,0.0,6.71,40.62,1.1,5.61,,328.0,Very Poor
Gurugram,2019-03-26,58.85,156.68,5.28,8.17,8.79,,0.22,13.16,32.12,0.0,0.0,,119.0,Moderate
Amaravati,2018-03-18,43.52,80.01,6.41,20.43,16.16,13.75,0.8,10.57,23.36,0.12,2.6,0.29,90.0,Satisfactory
Talcher,2019-03-12,18.06,,30.66,,26.47,7.39,2.69,28.83,4.31,0.0,,,,
Chennai,2017-11-07,33.67,,17.06,21.37,20.32,109.71,0.87,13.26,9.18,1.0,5.08,,68.0,Satisfactory
Gurugram,2019-02-10,98.01,221.36,54.58,191.83,166.07,,0.76,6.11,25.86,0.0,0.0,,113.0,Moderate
Hyderabad,2018-11-08,59.82,109.93,3.82,35.89,21.32,10.25,0.55,7.39,41.0,1.83,8.74,1.08,107.0,Moderate
Jaipur,2018-11-14,56.53,120.91,13.73,56.95,59.62,14.39,1.26,10.2,48.12,1.25,2.02,,139.0,Moderate
Delhi,2015-12-27,187.01,375.13,34.43,90.57,99.66,72.76,11.3,21.41,98.88,3.82,7.0,,370.0,Very Poor
Thiruvananthapuram,2020-01-10,46.1,65.95,10.7,24.85,21.84,10.2,1.06,8.58,33.62,,,,82.0,Satisfactory
Thiruvananthapuram,2017-11-03,25.48,40.5,1.93,10.28,7.04,4.86,1.18,3.45,7.77,,,,69.0,Satisfactory
Mumbai,2019-07-21,22.6,48.5,33.18,19.66,52.83,16.54,0.71,9.54,16.46,2.69,,,79.0,Satisfactory
Mumbai,2015-10-08,,,,,89.04,,0.0,,,0.0,0.0,0.0,,
Lucknow,2015-06-17,32.33,,2.56,10.69,4.76,,1.84,16.53,57.49,0.17,0.34,,103.0,Moderate
Amaravati,2018-03-30,26.34,52.07,3.49,8.43,7.41,9.3,0.57,18.83,23.6,0.0,1.38,,53.0,Satisfactory
Chennai,2020-01-19,31.17,33.25,6.4,17.08,22.8,42.27,0.78,23.09,26.29,0.03,0.03,,67.0,Satisfactory
Delhi,2016-05-24,57.35,103.26,12.6,43.57,53.77,36.69,0.89,13.46,75.38,0.99,3.18,,190.0,Moderate
Guwahati,2019-07-07,5.39,10.53,1.99,6.5,10.24,3.85,0.25,10.25,21.89,,,,53.0,Satisfactory
Lucknow,2017-11-15,237.11,,49.14,56.89,69.47,44.19,1.85,9.5,37.48,1.22,1.47,,444.0,Severe
Kochi,2020-05-07,18.39,49.33,82.59,28.65,87.35,20.62,1.58,4.59,1.98,,0.0,,,
Amaravati,2018-04-05,19.68,45.57,2.06,6.63,5.2,8.44,0.69,5.86,14.34,0.0,1.43,,52.0,Satisfactory
Amaravati,2018-04-06,29.89,71.75,5.08,9.62,9.25,9.17,0.87,10.34,20.63,0.0,1.12,,,
Lucknow,2016-03-17,67.43,,11.32,37.83,3.88,,5.23,5.6,59.75,0.74,2.1,,194.0,Moderate
Hyderabad,2018-01-14,72.38,141.02,14.16,54.79,40.04,23.14,1.16,13.76,48.64,3.82,24.52,5.41,140.0,Moderate
Chennai,2019-04-03,48.12,,6.33,14.01,20.33,1.43,0.93,7.04,14.11,0.02,0.1,,117.0,Moderate
Kochi,2020-06-12,21.57,32.58,10.44,5.93,8.84,0.83,1.72,20.4,0.99,,0.0,,93.0,Satisfactory
Hyderabad,2018-11-28,73.48,155.16,6.86,59.43,36.14,11.11,0.77,8.85,43.73,3.45,15.27,2.45,142.0,Moderate
Jorapokhar,2018-12-27,,378.14,7.21,7.73,,6.62,,71.42,54.7,,,,406.0,Severe
Amaravati,2018-04-13,7.16,26.39,3.86,5.22,5.99,8.62,0.59,6.62,14.29,0.0,0.95,,46.0,Good
Patna,2018-02-09,100.56,,3.91,24.45,8.94,,1.12,37.08,92.29,0.33,2.7,0.77,236.0,Poor
Jorapokhar,2019-02-03,100.41,203.47,9.73,10.08,,6.39,0.0,100.81,14.29,,,,219.0,Poor
Visakhapatnam,2016-09-06,42.4,91.61,17.32,35.13,32.18,8.91,0.79,28.26,58.59,5.16,10.49,5.87,102.0,Moderate
Lucknow,2017-03-18,79.46,,16.86,32.9,,,6.05,5.09,66.67,1.21,3.42,,227.0,Poor
Jorapokhar,2019-09-18,45.2,42.67,9.04,9.4,,6.26,,3.57,4.36,,,,32.0,Good
Amaravati,2018-04-19,9.21,27.62,2.67,3.26,3.9,6.59,0.44,6.91,11.95,0.0,0.73,,42.0,Good
Amaravati,2018-04-20,24.83,67.21,3.41,6.22,6.25,10.45,0.56,15.16,30.26,0.0,0.82,,,
Guwahati,2019-05-03,21.9,37.94,4.18,7.0,14.37,7.21,0.28,28.51,38.57,0.21,,,79.0,Satisfactory
Amaravati,2018-04-22,8.85,30.54,2.7,3.86,4.26,5.01,0.36,5.44,20.73,0.0,0.74,,47.0,Good
Thiruvananthapuram,2018-02-19,60.38,93.06,1.69,19.02,11.44,7.78,1.03,7.37,68.23,,,,107.0,Moderate
Patna,2017-10-19,84.43,,15.13,35.42,33.57,,0.5,15.41,14.67,0.05,0.63,0.17,,
Hyderabad,2018-08-15,22.11,68.81,4.1,17.62,12.18,23.04,0.35,10.13,11.99,0.65,3.64,0.54,65.0,Satisfactory
Thiruvananthapuram,2020-06-10,22.93,45.57,6.4,11.56,14.88,7.44,0.53,6.08,19.07,,,,46.0,Good
Hyderabad,2018-12-17,59.61,95.42,3.61,33.95,20.68,10.46,0.53,12.91,34.28,3.79,25.71,4.7,141.0,Moderate
Chennai,2019-02-09,21.04,,5.63,10.92,16.49,66.69,0.91,12.96,18.49,0.0,1.25,,77.0,Satisfactory
Jorapokhar,2019-10-29,60.84,111.14,8.89,9.11,,6.32,,4.92,43.44,,,,100.0,Satisfactory
Thiruvananthapuram,2019-03-31,37.82,81.64,0.84,3.35,2.46,2.52,0.75,1.55,51.96,,,,86.0,Satisfactory
Kolkata,2018-09-29,60.23,94.97,7.88,51.87,59.75,6.38,1.52,4.28,23.9,3.81,9.03,,103.0,Moderate
Gurugram,2019-03-25,49.62,143.81,5.83,8.46,7.3,,0.19,16.21,25.93,0.0,0.0,,114.0,Moderate
Delhi,2015-04-30,60.56,171.42,12.0,43.9,48.72,29.08,7.33,12.85,60.18,2.03,6.47,2.71,259.0,Poor
Jorapokhar,2017-06-03,,197.14,8.02,10.65,,,0.34,28.47,16.98,,,,155.0,Moderate
Jaipur,2017-12-09,89.74,195.03,24.49,26.37,23.45,16.35,0.0,6.13,52.89,8.93,7.89,,197.0,Moderate
Lucknow,2018-08-31,22.04,,9.7,30.23,26.38,28.68,0.87,6.26,9.44,0.1,0.29,,57.0,Satisfactory
Patna,2016-01-08,260.51,,31.8,40.09,71.89,,1.79,2.93,23.52,0.44,1.33,1.09,414.0,Severe
Jaipur,2020-02-06,55.6,121.15,6.67,47.01,43.42,34.79,1.03,12.64,52.03,3.35,6.82,,117.0,Moderate
Amaravati,2018-05-10,19.06,43.83,5.12,9.93,9.48,9.06,0.54,8.34,51.0,0.05,0.47,,,
Amaravati,2018-05-11,12.42,36.29,4.47,10.28,9.11,4.63,0.51,5.82,36.88,0.03,0.21,0.15,52.0,Satisfactory
Lucknow,2017-03-04,89.16,,9.63,29.14,,,1.43,6.16,63.27,2.02,4.8,,214.0,Poor
Thiruvananthapuram,2018-10-04,14.12,29.82,2.78,11.08,8.16,3.6,0.86,5.37,28.68,,,,72.0,Satisfactory
Mumbai,2015-05-02,,,,,31.07,,0.0,,,0.0,0.0,0.0,,
Lucknow,2016-08-28,40.9,,3.23,15.78,,,1.41,1.79,32.45,0.48,,,85.0,Satisfactory
Visakhapatnam,2019-11-17,46.69,92.64,2.95,29.13,17.88,10.57,0.72,8.71,69.31,4.39,11.24,1.41,96.0,Satisfactory
Kochi,2020-04-19,25.49,39.15,91.17,4.16,75.85,2.47,0.98,16.86,1.35,,0.0,,94.0,Satisfactory
Amaravati,2018-05-19,43.35,103.42,2.84,10.57,7.94,10.89,,21.69,64.07,0.88,0.0,,,
Amaravati,2018-05-20,16.44,54.42,2.37,7.26,5.79,9.16,,8.06,40.47,0.95,0.0,0.1,81.0,Satisfactory
Thiruvananthapuram,2019-03-21,30.52,59.9,0.91,6.56,4.13,3.62,0.85,7.34,58.3,,,,79.0,Satisfactory
Ernakulam,2020-03-19,39.62,81.13,1.0,3.0,2.44,2.05,1.7,3.53,,0.8,1.52,0.15,100.0,Satisfactory
Jorapokhar,2017-04-20,,119.49,7.75,9.26,,,0.32,28.43,18.88,,,,,
Gurugram,2016-04-25,114.51,,9.67,53.05,19.74,,1.77,14.31,49.87,,,,287.0,Poor
Jaipur,2020-05-30,33.9,70.43,5.28,13.46,16.52,24.07,0.79,8.23,70.86,1.26,0.79,,115.0,Moderate
Gurugram,2019-01-20,136.27,,84.84,54.29,102.62,,2.83,7.55,35.48,0.0,0.0,,328.0,Very Poor
Hyderabad,2018-01-21,68.52,140.77,9.93,56.67,37.92,25.79,0.95,13.76,44.16,3.53,27.78,5.37,133.0,Moderate
Thiruvananthapuram,2019-08-18,21.45,42.58,0.86,3.74,2.15,1.64,0.72,0.55,26.49,,,,52.0,Satisfactory
Hyderabad,2016-12-31,61.98,110.38,7.84,40.04,8.45,18.5,0.28,6.27,83.19,0.03,0.23,0.04,173.0,Moderate
Chennai,2016-03-07,56.24,,5.71,9.88,10.82,139.37,1.37,4.05,47.29,2.83,1.94,,135.0,Moderate
Kolkata,2018-12-27,258.54,384.73,131.35,137.35,222.65,15.6,1.54,17.99,29.47,19.95,39.21,,390.0,Very Poor
Amaravati,2018-06-01,37.5,84.96,3.27,11.57,8.91,10.06,0.57,4.53,79.11,,,,127.0,Moderate
Jaipur,2018-04-08,49.85,131.99,7.89,22.81,26.74,35.65,1.06,7.76,104.05,0.87,2.57,,158.0,Moderate
Kolkata,2018-12-08,253.8,388.94,77.04,103.32,182.55,41.99,1.38,16.87,41.22,16.55,38.27,,399.0,Very Poor
Visakhapatnam,2019-01-20,125.76,267.76,35.02,78.53,70.25,10.11,1.29,20.76,80.84,6.18,9.65,4.29,307.0,Very Poor
Visakhapatnam,2020-04-16,21.89,78.22,13.77,36.49,30.61,6.46,0.11,9.16,15.46,3.51,7.6,2.64,76.0,Satisfactory
Jaipur,2018-10-19,78.42,147.93,20.04,53.89,57.64,25.15,1.26,9.78,52.77,1.69,16.46,,151.0,Moderate
Mumbai,2019-11-16,77.05,135.69,15.82,42.82,58.64,19.51,0.86,15.39,31.08,4.55,,,149.0,Moderate
Mumbai,2015-11-13,,,,,108.14,,0.0,,,0.0,0.0,0.0,,
Lucknow,2015-08-02,49.0,,3.26,8.32,4.22,,1.24,6.7,33.49,0.07,0.13,,105.0,Moderate
Delhi,2017-08-10,48.6,,38.47,64.0,10.31,31.22,0.0,,,0.16,0.0,,95.0,Satisfactory
Thiruvananthapuram,2018-11-30,36.23,58.17,5.96,8.63,9.2,5.48,1.8,11.58,39.11,,,,106.0,Moderate
Chennai,2020-05-09,9.99,,3.81,4.57,7.99,33.86,0.69,3.53,42.92,0.22,0.05,,65.0,Satisfactory
Hyderabad,2020-04-06,27.87,64.99,6.26,18.52,13.41,14.86,0.66,8.47,25.48,1.64,10.42,0.2,64.0,Satisfactory
Kolkata,2018-09-26,46.55,75.42,19.96,44.05,64.01,9.1,1.44,3.41,17.11,4.34,7.97,,91.0,Satisfactory
Jorapokhar,2020-02-18,85.23,178.91,22.62,9.83,,9.24,,30.97,53.2,,,,209.0,Poor
Hyderabad,2019-09-22,27.01,56.52,3.81,22.14,12.62,8.92,0.48,2.91,19.56,0.42,2.71,0.31,61.0,Satisfactory
Amaravati,2018-06-17,24.23,78.11,3.0,8.32,6.95,10.85,0.98,9.0,59.68,,,,87.0,Satisfactory
Amaravati,2018-06-18,17.92,68.72,3.53,7.85,7.13,10.72,0.46,6.66,52.83,,,,79.0,Satisfactory
Kolkata,2019-10-07,33.22,65.76,9.47,24.83,34.22,8.97,0.67,4.4,26.62,25.1,21.82,2.52,77.0,Satisfactory
Delhi,2016-05-12,100.09,207.98,14.69,64.25,67.9,66.64,1.34,17.95,76.43,4.2,14.3,,218.0,Poor
Chennai,2018-08-12,26.95,,9.82,20.63,16.6,12.63,0.79,4.28,9.08,0.0,5.24,,60.0,Satisfactory
Chennai,2016-02-07,79.55,,9.63,12.07,14.14,,0.67,5.4,20.9,11.12,12.82,,162.0,Moderate
Amaravati,2018-06-23,17.85,43.47,3.35,11.42,8.88,11.67,1.05,6.86,63.17,0.41,0.24,,80.0,Satisfactory
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,6.39,9.25,1.0,6.14,64.6,0.4,0.24,0.1,89.0,Satisfactory
Jaipur,2020-01-04,52.46,120.23,14.72,47.22,55.68,47.9,1.11,10.01,36.18,4.51,23.9,,111.0,Moderate
Visakhapatnam,2017-05-21,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Jaipur,2018-02-07,130.52,125.18,15.71,21.3,26.28,19.11,1.1,17.89,54.31,1.08,2.57,,291.0,Poor
Mumbai,2016-12-22,,,,,,,0.0,,,,,,,
Patna,2018-02-19,156.35,,14.87,27.98,16.43,,1.36,50.76,60.19,0.46,3.19,1.71,333.0,Very Poor
Patna,2017-03-25,,,5.17,7.34,8.51,,1.3,1.38,6.43,0.19,0.81,0.66,,
Amaravati,2018-07-02,20.36,41.99,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27,0.11,76.0,Satisfactory
Ernakulam,2020-04-20,16.12,26.0,6.14,2.73,5.15,3.4,1.46,3.41,,0.03,0.07,0.0,78.0,Satisfactory
Coimbatore,2020-04-26,24.05,30.31,0.93,41.16,42.12,5.82,0.84,6.42,23.09,0.0,0.01,,54.0,Satisfactory
Talcher,2018-05-22,80.66,147.79,13.05,6.86,8.18,13.52,1.98,32.74,22.57,0.0,0.0,,163.0,Moderate
Amaravati,2018-07-06,18.29,41.01,6.12,17.63,14.44,13.21,0.63,6.53,37.35,0.32,0.29,0.13,85.0,Satisfactory
Coimbatore,2020-05-01,19.22,22.01,0.82,39.38,40.19,,1.48,6.41,19.23,0.0,0.0,,79.0,Satisfactory
Delhi,2016-05-10,73.55,174.94,5.87,57.52,54.56,43.66,1.05,22.26,68.57,3.71,14.27,,221.0,Poor
Delhi,2016-03-04,115.55,201.71,28.05,60.47,79.02,39.42,1.36,16.6,103.88,3.87,10.79,,312.0,Very Poor
Gurugram,2019-11-30,60.83,127.45,9.83,35.83,33.41,,0.88,8.78,26.31,2.0,6.0,,103.0,Moderate
Gurugram,2020-02-08,104.96,210.84,10.6,26.63,24.38,,1.6,8.15,52.62,2.0,6.0,,260.0,Poor
Delhi,2017-07-23,22.65,,18.67,18.22,3.76,26.79,0.0,,,0.0,0.0,,37.0,Good
Amaravati,2018-07-14,9.85,29.97,3.12,7.5,6.61,15.05,0.4,6.02,21.63,0.22,0.08,,35.0,Good
Chennai,2019-09-20,38.04,56.21,5.32,11.43,16.7,23.7,1.15,6.7,57.05,10.66,28.03,,120.0,Moderate
Amaravati,2018-07-16,7.5,24.01,3.64,6.56,6.54,11.23,0.3,7.42,20.89,0.23,0.08,,29.0,Good
Jaipur,2018-12-05,62.76,147.49,41.53,47.89,73.62,21.22,1.53,17.2,37.25,2.47,10.23,,143.0,Moderate
Coimbatore,2019-10-02,31.11,34.26,7.03,6.01,13.04,3.59,1.71,9.57,39.08,0.01,0.12,,96.0,Satisfactory
Patna,2018-08-02,51.7,,21.75,57.25,28.01,,1.14,15.77,54.92,2.57,33.72,12.1,90.0,Satisfactory
Amaravati,2018-07-20,14.48,35.5,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07,0.1,42.0,Good
Amaravati,2018-07-21,17.96,47.61,5.68,14.95,12.66,14.75,0.69,6.51,32.73,0.19,0.12,0.15,73.0,Satisfactory
Delhi,2017-08-16,35.23,,15.5,64.66,7.81,23.94,0.0,,,0.1,0.0,,53.0,Satisfactory
Gurugram,2017-01-28,104.16,,7.21,9.98,,,0.6,4.06,15.84,2.32,23.17,,248.0,Poor
Amaravati,2018-07-24,17.42,56.44,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11,0.1,55.0,Satisfactory
Amaravati,2018-07-25,17.79,68.97,7.15,16.25,14.55,14.24,0.62,10.42,26.08,0.16,0.08,0.2,86.0,Satisfactory
Delhi,2018-04-13,83.96,196.02,34.37,54.68,64.81,36.1,1.78,13.37,47.74,1.6,3.64,0.0,201.0,Poor
Kolkata,2019-11-21,90.03,183.8,51.29,57.15,105.16,31.22,1.14,11.62,42.51,29.77,42.25,4.94,216.0,Poor
Amaravati,2018-07-28,17.74,80.26,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19,0.1,57.0,Satisfactory
Amaravati,2018-07-29,21.78,76.32,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18,0.1,85.0,Satisfactory
Lucknow,2017-06-30,39.21,,7.69,16.37,,,1.34,3.91,29.09,1.73,3.34,,79.0,Satisfactory
Lucknow,2016-07-11,71.22,,4.98,17.15,2.71,,,5.63,4.41,0.61,,,192.0,Moderate
Lucknow,2020-02-27,50.0,,8.1,35.33,25.25,8.96,1.28,6.44,35.12,0.53,9.79,,92.0,Satisfactory
Gurugram,2019-10-22,92.44,190.02,14.18,39.74,38.73,,1.59,2.13,38.25,2.01,6.01,,232.0,Poor
Amaravati,2018-08-03,25.59,70.1,10.33,21.95,20.17,21.89,0.5,8.64,26.4,0.13,0.14,0.12,61.0,Satisfactory
Guwahati,2019-10-09,18.44,32.5,5.92,7.62,17.87,1.3,0.45,14.03,17.9,0.0,,,27.0,Good
Delhi,2018-01-22,202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,0.0,362.0,Very Poor
Delhi,2016-08-03,50.86,67.92,23.29,36.14,56.77,32.14,1.35,6.96,92.81,2.01,28.25,,149.0,Moderate
Hyderabad,2016-03-23,77.4,101.33,10.15,14.08,22.41,10.39,1.68,10.62,42.17,2.3,12.17,4.36,123.0,Moderate
Chennai,2018-05-26,38.2,,12.09,20.58,18.25,59.67,0.88,6.46,38.06,0.02,0.62,,65.0,Satisfactory
Thiruvananthapuram,2019-03-23,32.25,64.78,0.82,5.21,3.36,4.26,0.8,2.66,65.11,,,,81.0,Satisfactory
Amaravati,2018-08-10,11.39,28.72,4.4,11.2,9.63,24.46,0.39,9.47,21.17,0.12,0.07,0.1,48.0,Good
Hyderabad,2019-01-30,55.6,118.88,4.74,49.58,29.88,15.05,0.57,16.51,33.69,3.79,32.83,1.78,108.0,Moderate
Kolkata,2019-11-13,93.94,204.82,61.28,61.02,117.62,29.31,1.37,12.42,36.07,25.66,49.78,6.41,240.0,Poor
Patna,2016-01-16,195.43,,30.28,37.64,67.95,,2.34,4.94,16.45,0.34,0.9,0.62,393.0,Very Poor
Jaipur,2019-03-09,42.31,109.92,6.42,28.8,30.22,26.38,0.89,12.3,58.57,0.86,5.89,,102.0,Moderate
Gurugram,2020-06-19,65.61,244.35,4.95,9.0,10.02,4.43,0.7,4.15,62.43,4.97,2.94,1.7,148.0,Moderate
Gurugram,2020-04-10,49.34,96.26,8.54,18.33,13.59,33.84,0.68,14.23,50.44,2.55,2.71,2.57,105.0,Moderate
Jorapokhar,2019-08-22,18.0,30.72,8.69,9.29,,6.29,1.91,3.62,12.6,,,,115.0,Moderate
Chennai,2018-10-26,72.24,,10.48,19.89,28.88,103.82,2.03,8.35,25.47,0.54,0.32,,144.0,Moderate
Visakhapatnam,2017-01-10,61.58,96.12,37.11,63.83,59.85,13.36,1.5,13.46,39.83,7.54,11.51,11.67,108.0,Moderate
Mumbai,2017-06-21,,,,,,,0.0,,,0.0,0.0,0.0,,
Amaravati,2018-08-22,7.0,7.8,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0.0,0.1,75.0,Satisfactory
Jorapokhar,2017-06-30,,92.0,6.04,6.97,,,0.15,45.15,9.01,,,,,
Amaravati,2018-08-24,15.76,40.74,4.78,19.03,14.1,16.38,1.36,9.46,23.34,0.1,0.09,0.15,89.0,Satisfactory
Amaravati,2018-08-25,18.79,60.26,5.2,20.45,15.18,18.52,1.1,10.01,22.54,0.1,0.07,0.1,76.0,Satisfactory
Gurugram,2020-03-18,84.93,191.47,19.96,30.5,35.47,54.53,1.28,19.43,46.04,5.44,7.4,21.43,178.0,Moderate
Hyderabad,2019-08-11,17.37,49.51,3.48,16.94,11.86,11.66,0.37,11.43,18.34,0.1,0.7,0.06,50.0,Good
Amaravati,2018-08-28,14.43,43.47,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06,0.13,61.0,Satisfactory
Guwahati,2020-01-28,,317.84,80.74,17.88,151.75,18.21,1.94,13.7,18.14,0.0,,,264.0,Poor
Hyderabad,2015-02-20,,,4.49,18.22,22.71,,0.33,4.12,32.4,0.34,3.87,0.93,,
Chennai,2015-11-20,28.66,,5.87,9.19,12.74,5.61,1.34,4.45,28.91,,,,89.0,Satisfactory
Amaravati,2018-09-01,26.24,62.75,4.63,21.34,15.23,24.55,1.68,11.17,27.98,0.07,0.12,0.1,98.0,Satisfactory
Amaravati,2018-09-02,30.6,76.16,7.16,24.63,18.91,22.37,1.71,11.64,24.36,0.11,0.18,0.12,99.0,Satisfactory
Lucknow,2017-01-07,181.88,,17.55,37.62,,,1.89,6.88,29.13,3.61,8.46,,346.0,Very Poor
Thiruvananthapuram,2019-05-28,29.1,77.25,1.19,4.62,2.56,1.8,0.54,2.62,28.04,,,,66.0,Satisfactory
Amaravati,2018-09-05,19.82,71.36,5.45,17.14,13.64,20.62,1.82,12.89,29.25,0.07,0.09,,102.0,Moderate
Patna,2018-02-15,94.82,,5.47,20.64,8.84,,0.85,37.8,56.85,0.25,2.3,0.68,198.0,Moderate
Amaravati,2018-09-07,31.3,101.05,9.49,25.22,21.23,18.06,1.48,11.06,35.61,0.08,0.16,0.1,90.0,Satisfactory
Lucknow,2015-10-01,47.78,,1.2,9.97,2.21,,18.45,2.72,40.12,0.25,0.16,,244.0,Poor
Amaravati,2018-09-09,,,,,,,,,,,,,82.0,Satisfactory
Mumbai,2015-03-01,,,,,24.76,,0.0,,,0.0,0.0,0.0,,
Thiruvananthapuram,2018-12-19,81.61,116.95,2.79,7.98,6.5,6.47,2.94,23.73,62.44,,,,181.0,Moderate
Jorapokhar,2020-01-13,69.44,175.52,8.69,9.11,,6.45,,22.31,62.32,,,,130.0,Moderate
Jorapokhar,2019-05-13,,160.09,7.9,7.5,,6.63,1.95,9.09,86.41,,,,134.0,Moderate
Amaravati,2018-09-14,37.93,67.4,3.85,20.86,14.32,19.44,0.78,8.91,34.81,0.07,0.17,0.14,68.0,Satisfactory
Guwahati,2020-01-20,79.32,120.4,6.5,8.74,20.04,17.68,0.6,12.49,20.98,0.17,,,211.0,Poor
Patna,2019-09-28,20.58,,7.44,15.2,8.34,,0.54,47.0,,0.0,0.0,0.0,69.0,Satisfactory
Hyderabad,2019-06-11,12.39,38.63,2.03,19.18,11.83,9.94,0.36,5.11,38.66,0.34,5.28,0.15,60.0,Satisfactory
Amaravati,2018-09-18,22.12,34.83,3.73,16.1,11.69,18.14,1.34,10.48,41.51,0.01,0.02,,89.0,Satisfactory
Patna,2016-10-25,163.83,,10.97,35.43,46.41,,1.35,2.63,27.23,0.21,0.72,0.44,313.0,Very Poor
Mumbai,2019-08-29,13.24,46.32,22.52,10.03,32.28,15.95,0.66,11.13,8.93,2.43,,,57.0,Satisfactory
Gurugram,2018-11-09,254.56,341.94,90.85,47.71,102.08,,1.07,12.53,34.78,9.65,19.97,,420.0,Severe
Lucknow,2017-04-02,92.48,,8.29,32.52,,,1.34,7.76,74.08,2.52,6.68,,240.0,Poor
Hyderabad,2020-04-10,18.95,36.93,9.39,31.96,22.02,14.41,0.52,6.51,28.05,1.0,5.01,0.2,62.0,Satisfactory
Jaipur,2020-06-22,34.32,67.36,5.51,16.12,18.65,25.6,0.68,10.04,53.53,0.47,0.79,,80.0,Satisfactory
Jaipur,2018-12-07,55.16,128.71,26.41,41.09,54.14,22.4,1.37,20.16,42.89,1.43,9.27,,163.0,Moderate
Lucknow,2019-01-05,256.56,,55.4,64.58,77.95,51.0,1.12,9.5,21.6,0.1,0.69,,390.0,Very Poor
Shillong,2020-05-01,12.54,18.18,0.81,2.42,1.01,2.48,0.17,5.85,1.61,5.31,5.47,,17.0,Good
Gurugram,2018-03-09,109.0,191.52,17.25,46.58,39.96,,1.18,,83.67,,,,244.0,Poor
Amaravati,2018-09-29,14.58,41.04,15.55,15.29,20.86,15.78,0.85,14.92,20.11,0.03,0.06,,61.0,Satisfactory
Jaipur,2020-04-11,30.99,88.94,3.15,12.9,13.6,18.61,0.51,12.63,50.51,0.52,10.05,,79.0,Satisfactory
Ernakulam,2020-02-19,78.27,116.73,63.43,1.42,64.85,11.41,1.64,3.53,,1.86,2.55,0.5,133.0,Moderate
Visakhapatnam,2017-04-14,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Jorapokhar,2019-10-11,52.04,73.54,9.14,9.38,,6.34,,5.48,50.65,,,,73.0,Satisfactory
Mumbai,2019-09-25,16.9,37.22,20.46,22.09,42.0,11.57,0.67,7.63,10.74,2.99,,,64.0,Satisfactory
Talcher,2019-12-19,57.56,213.76,21.02,29.68,49.7,,1.94,11.65,27.13,0.0,,,177.0,Moderate
Shillong,2020-03-06,27.32,36.11,0.89,2.78,1.21,2.86,0.25,4.09,52.14,454.85,454.85,,64.0,Satisfactory
Mumbai,2016-09-07,,,,,,,0.0,,,,,,,
Ernakulam,2020-01-25,53.0,84.58,126.22,7.8,134.02,104.05,1.17,3.48,,0.9,1.93,0.19,154.0,Moderate
Amaravati,2018-10-10,52.88,172.08,5.52,26.45,18.96,21.36,0.81,31.74,57.33,0.04,0.05,0.1,154.0,Moderate
Amaravati,2018-10-11,54.08,157.38,3.63,26.71,17.34,17.82,1.02,27.31,76.78,0.06,0.03,,,
Amaravati,2018-10-12,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,0.1,130.0,Moderate
Lucknow,2016-01-10,120.45,,3.05,12.88,2.38,,2.31,6.93,51.24,45.09,45.09,,245.0,Poor
Amaravati,2018-10-14,39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0.0,0.06,0.1,113.0,Moderate
Kolkata,2020-01-12,83.17,156.39,40.21,45.72,86.0,24.13,0.99,14.48,33.94,27.91,33.26,1.95,194.0,Moderate
Jorapokhar,2020-04-04,71.96,119.98,24.47,10.37,,9.29,2.58,41.63,94.05,,,,148.0,Moderate
