고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Home Office,Office Supplies,Art,East,8.016,3.0,0.2,1.002
Consumer,Office Supplies,Labels,Central,4.928,2.0,0.2,1.7248
Corporate,Office Supplies,Art,East,11.2,7.0,0.0,4.816
Consumer,Technology,Accessories,East,13.98,2.0,0.0,6.0114
Consumer,Office Supplies,Art,South,42.76,2.0,0.0,11.1176
Consumer,Furniture,Bookcases,West,590.058,7.0,0.7,-786.744
Consumer,Office Supplies,Art,West,14.04,3.0,0.2,1.5795
Home Office,Technology,Accessories,East,49.08,3.0,0.0,4.908
Consumer,Office Supplies,Labels,West,29.6,2.0,0.0,14.8
Consumer,Technology,Accessories,West,234.95,5.0,0.0,32.893
Consumer,Furniture,Tables,West,912.75,5.0,0.0,118.6575
Consumer,Office Supplies,Appliances,West,1089.75,3.0,0.0,305.13
Consumer,Office Supplies,Binders,South,157.9,5.0,0.0,74.213
Consumer,Office Supplies,Art,West,16.4,5.0,0.0,4.264
Consumer,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Storage,West,158.9,5.0,0.0,7.945
Consumer,Office Supplies,Appliances,West,58.24,4.0,0.0,15.7248
Home Office,Furniture,Furnishings,Central,83.952,3.0,0.6,-90.2484
Home Office,Office Supplies,Storage,South,80.98,1.0,0.0,1.6196
Home Office,Office Supplies,Paper,South,348.84,9.0,0.0,170.9316
Home Office,Office Supplies,Fasteners,South,9.45,5.0,0.0,0.189
Consumer,Office Supplies,Binders,Central,15.624,2.0,0.8,-24.9984
Home Office,Furniture,Bookcases,South,239.98,2.0,0.0,52.7956
Corporate,Office Supplies,Storage,Central,1554.936,3.0,0.2,77.7468
Home Office,Technology,Phones,South,104.85,3.0,0.0,28.3095
Consumer,Office Supplies,Paper,South,45.528,3.0,0.2,15.9348
Home Office,Office Supplies,Paper,South,122.97,3.0,0.0,60.2553
Corporate,Office Supplies,Appliances,West,7.77,1.0,0.0,2.0979
Consumer,Office Supplies,Paper,East,16.9,5.0,0.0,7.774
Corporate,Technology,Phones,South,52.68,3.0,0.2,19.755
Corporate,Furniture,Tables,Central,652.45,5.0,0.5,-430.617
Corporate,Furniture,Tables,Central,66.645,3.0,0.5,-42.6528
Consumer,Office Supplies,Binders,East,17.216,4.0,0.2,6.0256
Consumer,Office Supplies,Paper,East,11.56,2.0,0.0,5.6644
Consumer,Technology,Accessories,East,88.4,4.0,0.0,11.492
Consumer,Office Supplies,Paper,East,6.48,1.0,0.0,3.1104
Home Office,Technology,Phones,South,21.8,2.0,0.0,6.104
Corporate,Technology,Phones,West,52.792,1.0,0.2,4.6193
Home Office,Furniture,Tables,East,205.176,2.0,0.4,-58.1332
Corporate,Technology,Accessories,West,843.9,2.0,0.0,371.316
Home Office,Office Supplies,Supplies,East,10.304,1.0,0.2,-2.1896
Home Office,Furniture,Tables,East,154.764,3.0,0.4,-36.1116
Home Office,Office Supplies,Paper,Central,74.352,3.0,0.2,23.235
Corporate,Furniture,Furnishings,South,213.216,3.0,0.2,15.9912
Consumer,Furniture,Tables,Central,124.404,4.0,0.3,-21.3264
Consumer,Office Supplies,Art,West,9.344,2.0,0.2,1.8688
Home Office,Office Supplies,Labels,Central,23.68,2.0,0.2,8.88
Consumer,Office Supplies,Labels,South,4.928,2.0,0.2,1.7248
Corporate,Furniture,Furnishings,East,165.28,4.0,0.0,14.8752
Consumer,Office Supplies,Binders,East,334.768,7.0,0.2,108.7996
Home Office,Technology,Accessories,West,239.97,3.0,0.0,26.3967
Home Office,Furniture,Furnishings,West,37.74,3.0,0.0,12.8316
Consumer,Office Supplies,Storage,Central,496.86,7.0,0.0,24.843
Corporate,Technology,Accessories,Central,151.2,3.0,0.2,32.13
Corporate,Furniture,Furnishings,Central,4.928,4.0,0.6,-1.4784
Corporate,Technology,Phones,West,66.976,7.0,0.2,6.6976
Corporate,Office Supplies,Binders,West,72.588,2.0,0.7,-48.392
Corporate,Office Supplies,Appliances,West,60.672,2.0,0.2,14.4096
Consumer,Furniture,Chairs,West,563.92,5.0,0.2,7.049
Corporate,Office Supplies,Binders,South,4.095,3.0,0.7,-2.73
Corporate,Technology,Accessories,East,141.9,5.0,0.0,58.179
Corporate,Office Supplies,Binders,East,6.24,2.0,0.0,3.0576
Corporate,Office Supplies,Binders,West,9.728,2.0,0.2,3.2832
Corporate,Office Supplies,Envelopes,West,14.75,5.0,0.0,7.08
Corporate,Office Supplies,Binders,West,29.8,5.0,0.2,9.3125
Corporate,Office Supplies,Labels,West,427.42,14.0,0.0,196.6132
Consumer,Technology,Phones,East,220.752,8.0,0.4,-40.4712
Corporate,Office Supplies,Art,Central,33.96,2.0,0.0,9.5088
Home Office,Office Supplies,Fasteners,East,9.648,6.0,0.2,3.4974
Corporate,Office Supplies,Art,East,59.52,3.0,0.0,17.856
Consumer,Office Supplies,Paper,West,33.9,5.0,0.0,15.594
Consumer,Office Supplies,Paper,East,31.104,6.0,0.2,10.8864
Corporate,Technology,Accessories,Central,89.97,3.0,0.0,18.8937
Consumer,Technology,Accessories,Central,263.88,3.0,0.2,42.8805
Consumer,Furniture,Chairs,Central,2453.43,5.0,0.3,-350.49
Consumer,Technology,Accessories,West,389.97,3.0,0.0,132.5898
Consumer,Office Supplies,Paper,East,39.96,4.0,0.0,17.982
Consumer,Furniture,Furnishings,East,799.56,9.0,0.0,207.8856
Corporate,Office Supplies,Paper,South,13.76,2.0,0.0,6.3296
Consumer,Technology,Phones,East,108.576,4.0,0.4,-25.3344
Consumer,Technology,Phones,Central,1979.928,9.0,0.2,148.4946
Home Office,Office Supplies,Storage,Central,164.736,4.0,0.2,-39.1248
Home Office,Furniture,Chairs,Central,470.302,7.0,0.3,-87.3418
Home Office,Technology,Phones,Central,47.984,2.0,0.2,5.998
Consumer,Furniture,Furnishings,West,6.24,3.0,0.0,2.6208
Corporate,Technology,Phones,West,88.752,3.0,0.2,11.094
Corporate,Office Supplies,Labels,South,9.82,2.0,0.0,4.8118
Corporate,Office Supplies,Paper,South,70.98,7.0,0.0,34.7802
Consumer,Technology,Phones,East,99.98,2.0,0.0,3.9992
Corporate,Office Supplies,Binders,South,33.75,5.0,0.0,16.875
Home Office,Office Supplies,Paper,West,48.91,1.0,0.0,22.9877
Consumer,Furniture,Bookcases,East,177.45,5.0,0.5,-78.078
Home Office,Furniture,Tables,South,452.94,3.0,0.0,67.941
Corporate,Office Supplies,Paper,Central,10.368,2.0,0.2,3.6288
Consumer,Technology,Phones,South,143.928,9.0,0.2,-32.3838
Consumer,Furniture,Furnishings,East,27.46,2.0,0.0,9.8856
Consumer,Office Supplies,Paper,Central,76.864,2.0,0.2,26.9024
Home Office,Furniture,Furnishings,West,6.16,2.0,0.0,2.9568
Corporate,Technology,Accessories,Central,159.984,2.0,0.2,43.9956
Corporate,Furniture,Chairs,Central,1024.716,6.0,0.3,-29.2776
Corporate,Office Supplies,Binders,South,6.336,4.0,0.7,-4.6464
Consumer,Technology,Accessories,West,119.98,2.0,0.0,35.994
Corporate,Furniture,Furnishings,South,12.32,5.0,0.2,1.848
Home Office,Technology,Accessories,South,255.968,4.0,0.2,31.996
Consumer,Office Supplies,Storage,Central,373.08,6.0,0.0,100.7316
Consumer,Office Supplies,Appliances,South,98.352,3.0,0.2,9.8352
Consumer,Technology,Phones,West,20.784,2.0,0.2,-4.6764
Consumer,Furniture,Furnishings,East,111.15,5.0,0.0,48.906
Consumer,Office Supplies,Binders,West,2022.272,8.0,0.2,682.5168
Consumer,Furniture,Furnishings,Central,6.688,4.0,0.6,-4.0128
Home Office,Furniture,Bookcases,West,599.165,5.0,0.15,35.245
Home Office,Furniture,Tables,Central,429.9,5.0,0.0,111.774
Consumer,Technology,Accessories,South,99.98,2.0,0.0,7.9984
Corporate,Technology,Phones,West,311.976,3.0,0.2,38.997
Consumer,Furniture,Furnishings,West,35.0,4.0,0.0,14.7
Consumer,Office Supplies,Appliances,East,113.92,2.0,0.0,33.0368
Consumer,Office Supplies,Paper,West,40.46,7.0,0.0,19.8254
Consumer,Office Supplies,Storage,West,33.87,3.0,0.0,8.8062
Consumer,Furniture,Chairs,Central,602.651,7.0,0.3,-163.5767
Consumer,Office Supplies,Paper,South,3.424,1.0,0.2,1.07
Corporate,Technology,Accessories,West,177.0,3.0,0.0,30.09
Consumer,Office Supplies,Storage,Central,31.16,2.0,0.0,7.79
Consumer,Office Supplies,Appliances,South,309.456,9.0,0.2,34.8138
Consumer,Furniture,Bookcases,Central,459.92,4.0,0.0,41.3928
Home Office,Furniture,Furnishings,West,42.6,3.0,0.0,16.614
Corporate,Office Supplies,Paper,East,61.4,5.0,0.0,28.858
Home Office,Office Supplies,Storage,East,67.4,5.0,0.0,17.524
Corporate,Office Supplies,Paper,East,5.88,1.0,0.0,2.8812
Home Office,Office Supplies,Paper,Central,20.96,4.0,0.2,6.812
Corporate,Furniture,Furnishings,West,9.64,2.0,0.0,3.6632
Consumer,Technology,Phones,West,862.344,7.0,0.2,97.0137
Corporate,Furniture,Tables,East,313.722,3.0,0.4,-99.3453
Consumer,Office Supplies,Paper,West,20.04,3.0,0.0,9.6192
Consumer,Office Supplies,Art,Central,13.12,5.0,0.2,3.772
Home Office,Office Supplies,Binders,West,18.16,5.0,0.2,6.583
Consumer,Technology,Accessories,Central,39.264,3.0,0.2,-4.908
Consumer,Office Supplies,Paper,Central,223.056,9.0,0.2,69.705
Consumer,Office Supplies,Binders,Central,54.9,5.0,0.0,26.901
Home Office,Technology,Phones,West,33.52,2.0,0.2,3.352
Home Office,Furniture,Furnishings,West,9.94,2.0,0.0,3.0814
Consumer,Technology,Accessories,East,31.95,1.0,0.0,2.2365
Home Office,Furniture,Tables,West,1004.976,6.0,0.2,-175.8708
Consumer,Furniture,Chairs,West,698.352,3.0,0.2,52.3764
Consumer,Technology,Machines,South,396.0,4.0,0.0,190.08
Home Office,Office Supplies,Binders,Central,34.5,3.0,0.0,15.525
Consumer,Furniture,Furnishings,West,8.36,2.0,0.0,3.0096
Corporate,Office Supplies,Storage,East,28.14,3.0,0.0,7.8792
Corporate,Office Supplies,Art,West,35.82,9.0,0.0,11.8206
Corporate,Office Supplies,Binders,East,13.168,2.0,0.2,4.6088
Consumer,Office Supplies,Binders,Central,21.38,5.0,0.8,-33.139
Consumer,Office Supplies,Storage,West,70.26,3.0,0.0,18.9702
Consumer,Furniture,Furnishings,West,18.84,3.0,0.0,7.9128
Consumer,Furniture,Tables,West,1669.6,4.0,0.0,116.872
Consumer,Furniture,Chairs,West,170.352,3.0,0.2,-17.0352
Corporate,Technology,Phones,West,119.96,1.0,0.2,7.4975
Consumer,Office Supplies,Binders,East,68.62,2.0,0.0,32.2514
Consumer,Technology,Phones,South,627.168,4.0,0.2,70.5564
Consumer,Furniture,Furnishings,West,206.112,6.0,0.2,48.9516
Consumer,Office Supplies,Art,East,13.04,4.0,0.0,5.7376
Consumer,Office Supplies,Paper,West,198.272,8.0,0.2,61.96
Consumer,Office Supplies,Storage,West,247.104,6.0,0.2,-58.6872
Consumer,Office Supplies,Art,West,86.304,6.0,0.2,9.7092
Consumer,Office Supplies,Binders,Central,310.392,4.0,0.8,-512.1468
Consumer,Furniture,Furnishings,East,11.648,2.0,0.2,3.3488
Corporate,Office Supplies,Fasteners,East,26.18,7.0,0.0,0.5236
Consumer,Furniture,Chairs,West,638.288,7.0,0.2,-31.9144
Home Office,Office Supplies,Storage,West,46.53,3.0,0.0,13.0284
Consumer,Office Supplies,Storage,West,10.744,1.0,0.2,0.8058
Consumer,Office Supplies,Fasteners,West,8.376,3.0,0.2,2.7222
Corporate,Office Supplies,Storage,East,212.88,6.0,0.0,0.0
Consumer,Office Supplies,Art,East,2.624,1.0,0.2,0.2952
Corporate,Furniture,Furnishings,East,23.968,2.0,0.2,7.7896
Corporate,Furniture,Chairs,East,866.646,3.0,0.1,173.3292
Consumer,Technology,Phones,East,39.99,1.0,0.0,11.5971
Consumer,Furniture,Furnishings,West,139.92,2.0,0.0,23.7864
Consumer,Furniture,Chairs,East,271.764,2.0,0.1,60.392
Corporate,Office Supplies,Binders,East,24.588,2.0,0.7,-18.0312
Consumer,Furniture,Furnishings,East,8.32,5.0,0.2,2.288
Home Office,Furniture,Furnishings,West,98.328,3.0,0.2,9.8328
Corporate,Office Supplies,Paper,West,26.72,4.0,0.0,12.8256
Home Office,Office Supplies,Paper,West,34.24,4.0,0.0,16.0928
Corporate,Furniture,Bookcases,East,1573.488,7.0,0.2,196.686
Corporate,Office Supplies,Paper,Central,335.52,4.0,0.2,117.432
Consumer,Office Supplies,Paper,East,11.56,2.0,0.0,5.6644
Corporate,Office Supplies,Storage,Central,27.056,2.0,0.2,2.3674
Consumer,Technology,Copiers,East,559.992,1.0,0.2,174.9975
Consumer,Technology,Accessories,West,89.544,7.0,0.2,12.3123
Corporate,Office Supplies,Appliances,Central,48.784,4.0,0.8,-131.7168
Home Office,Office Supplies,Labels,Central,21.56,7.0,0.0,10.3488
Consumer,Office Supplies,Binders,South,124.75,5.0,0.0,57.385
Consumer,Furniture,Furnishings,West,201.04,8.0,0.0,54.2808
Consumer,Technology,Accessories,East,91.96,4.0,0.0,39.5428
Consumer,Furniture,Chairs,Central,966.7,5.0,0.3,-13.81
Consumer,Office Supplies,Art,East,79.36,5.0,0.2,9.92
Consumer,Furniture,Chairs,Central,239.358,3.0,0.3,-47.8716
Consumer,Office Supplies,Labels,West,44.4,3.0,0.0,22.2
Consumer,Office Supplies,Binders,East,37.68,6.0,0.0,16.956
Consumer,Office Supplies,Binders,South,14.04,3.0,0.0,6.7392
Consumer,Furniture,Tables,East,1044.63,5.0,0.4,-295.9785
Consumer,Office Supplies,Paper,East,11.352,3.0,0.2,4.1151
Consumer,Office Supplies,Storage,South,354.9,5.0,0.0,17.745
Home Office,Technology,Phones,West,453.576,3.0,0.2,39.6879
Consumer,Office Supplies,Storage,West,340.92,3.0,0.0,3.4092
Consumer,Furniture,Furnishings,West,32.36,4.0,0.0,11.6496
Corporate,Office Supplies,Binders,West,19.68,5.0,0.2,6.888
Corporate,Office Supplies,Art,South,12.84,3.0,0.0,3.7236
Consumer,Furniture,Chairs,West,603.92,5.0,0.2,-67.941
Consumer,Office Supplies,Envelopes,West,21.84,3.0,0.0,10.4832
Consumer,Technology,Accessories,West,29.99,1.0,0.0,6.2979
Consumer,Office Supplies,Binders,West,122.688,9.0,0.2,39.8736
Consumer,Office Supplies,Paper,Central,35.88,6.0,0.0,16.146
Consumer,Office Supplies,Fasteners,East,4.824,3.0,0.2,1.7487
Home Office,Office Supplies,Labels,South,11.696,2.0,0.2,3.9474
Home Office,Office Supplies,Paper,South,4.98,1.0,0.0,2.4402
Consumer,Office Supplies,Appliances,East,170.88,3.0,0.0,49.5552
Consumer,Technology,Phones,East,307.98,2.0,0.0,89.3142
Corporate,Office Supplies,Envelopes,East,19.872,3.0,0.2,6.7068
Consumer,Office Supplies,Storage,East,41.96,2.0,0.0,2.9372
Corporate,Office Supplies,Labels,Central,7.38,2.0,0.0,3.4686
Consumer,Furniture,Furnishings,East,47.04,3.0,0.0,18.3456
Consumer,Office Supplies,Binders,Central,8.568,3.0,0.8,-14.5656
Consumer,Technology,Phones,East,979.95,5.0,0.0,274.386
Corporate,Furniture,Chairs,West,362.136,3.0,0.2,-54.3204
Consumer,Office Supplies,Fasteners,East,10.65,3.0,0.0,5.0055
Consumer,Technology,Accessories,East,247.8,4.0,0.0,34.692
Corporate,Office Supplies,Binders,Central,1.68,5.0,0.8,-2.688
Corporate,Office Supplies,Art,Central,33.488,7.0,0.2,5.8604
Corporate,Office Supplies,Fasteners,Central,8.04,5.0,0.2,2.9145
Consumer,Office Supplies,Storage,South,704.76,5.0,0.2,26.4285
Consumer,Office Supplies,Paper,West,13.44,3.0,0.0,6.5856
Home Office,Furniture,Bookcases,Central,359.058,3.0,0.3,-35.9058
Consumer,Furniture,Chairs,East,47.992,2.0,0.3,-2.0568
Corporate,Technology,Accessories,East,249.95,5.0,0.0,87.4825
Consumer,Office Supplies,Paper,Central,16.896,4.0,0.2,5.28
Consumer,Office Supplies,Supplies,Central,6.672,1.0,0.2,0.5004
Home Office,Office Supplies,Paper,West,44.784,1.0,0.2,16.2342
Consumer,Technology,Accessories,South,659.9,2.0,0.0,217.767
Consumer,Furniture,Bookcases,East,4228.704,6.0,0.2,158.5764
Consumer,Office Supplies,Art,South,6.672,3.0,0.2,1.668
Corporate,Furniture,Chairs,West,1352.032,4.0,0.2,84.502
Consumer,Furniture,Tables,Central,376.509,3.0,0.3,-43.0296
Consumer,Office Supplies,Paper,West,154.9,5.0,0.0,69.705
Consumer,Technology,Accessories,East,132.52,5.0,0.2,34.7865
Home Office,Office Supplies,Binders,South,9.54,3.0,0.0,4.3884
Corporate,Furniture,Tables,East,240.744,4.0,0.3,-13.7568
Home Office,Furniture,Furnishings,East,28.0,4.0,0.2,7.7
Corporate,Furniture,Chairs,West,523.392,3.0,0.2,52.3392
Consumer,Technology,Accessories,West,217.44,6.0,0.0,91.3248
Consumer,Office Supplies,Binders,West,15.192,3.0,0.2,5.5071
Corporate,Technology,Phones,East,395.94,6.0,0.0,102.9444
Corporate,Office Supplies,Binders,Central,0.898,1.0,0.8,-1.5715
Consumer,Furniture,Tables,East,138.588,1.0,0.4,-34.647
Home Office,Office Supplies,Labels,Central,41.4,4.0,0.0,19.872
Corporate,Office Supplies,Paper,West,97.88,2.0,0.0,48.94
Home Office,Office Supplies,Storage,East,59.48,2.0,0.0,8.922
Home Office,Office Supplies,Paper,East,6.69,1.0,0.0,3.0774
Consumer,Office Supplies,Art,Central,30.32,4.0,0.0,11.8248
Consumer,Office Supplies,Appliances,West,64.9,5.0,0.0,18.821
Consumer,Office Supplies,Binders,West,23.168,2.0,0.2,7.8192
Corporate,Office Supplies,Appliances,West,32.432,2.0,0.2,3.2432
Consumer,Technology,Phones,West,675.96,5.0,0.2,84.495
Consumer,Technology,Accessories,West,1265.85,3.0,0.0,556.974
Corporate,Office Supplies,Labels,East,15.66,6.0,0.0,7.2036
Consumer,Furniture,Chairs,South,517.5,6.0,0.0,155.25
Consumer,Furniture,Furnishings,East,17.92,5.0,0.2,2.464
Consumer,Technology,Accessories,East,53.04,3.0,0.2,-4.641
Home Office,Furniture,Furnishings,South,13.28,2.0,0.0,6.3744
Consumer,Office Supplies,Paper,East,10.688,2.0,0.2,3.7408
Consumer,Technology,Accessories,Central,106.08,6.0,0.2,-9.282
Consumer,Office Supplies,Storage,East,1080.096,6.0,0.2,-94.5084
Consumer,Technology,Accessories,East,58.112,2.0,0.2,7.264
Consumer,Office Supplies,Paper,West,15.552,3.0,0.2,5.4432
Consumer,Office Supplies,Storage,West,669.08,5.0,0.2,-167.27
Consumer,Technology,Phones,West,438.336,4.0,0.2,-87.6672
Consumer,Office Supplies,Paper,East,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Binders,East,9.64,2.0,0.0,4.4344
Consumer,Office Supplies,Paper,East,12.7,2.0,0.0,5.842
Consumer,Furniture,Furnishings,East,41.37,3.0,0.0,17.3754
Corporate,Office Supplies,Paper,Central,30.816,9.0,0.2,9.63
Corporate,Office Supplies,Envelopes,West,30.56,4.0,0.0,14.9744
Corporate,Technology,Copiers,West,3149.93,7.0,0.0,1480.4671
Corporate,Office Supplies,Paper,West,209.7,2.0,0.0,100.656
Corporate,Technology,Accessories,Central,143.96,5.0,0.2,1.7995
Home Office,Office Supplies,Binders,Central,41.86,7.0,0.0,19.2556
Home Office,Office Supplies,Binders,West,11.976,4.0,0.7,-9.1816
Consumer,Technology,Phones,East,45.894,1.0,0.4,-9.1788
Corporate,Furniture,Furnishings,East,199.9,5.0,0.0,39.98
Corporate,Office Supplies,Paper,West,13.36,2.0,0.0,6.4128
Consumer,Office Supplies,Storage,West,169.68,6.0,0.0,45.8136
Consumer,Office Supplies,Binders,Central,3.168,3.0,0.8,-5.0688
Consumer,Office Supplies,Fasteners,West,2.96,2.0,0.0,1.4208
Consumer,Office Supplies,Binders,West,8.448,2.0,0.2,2.9568
Consumer,Technology,Phones,South,699.98,2.0,0.0,195.9944
Consumer,Technology,Phones,West,139.944,7.0,0.2,-31.4874
Consumer,Office Supplies,Labels,Central,2.088,1.0,0.2,0.6786
Consumer,Office Supplies,Binders,West,8.32,5.0,0.2,2.808
Consumer,Office Supplies,Binders,West,13.904,2.0,0.2,5.214
Corporate,Technology,Phones,East,677.58,5.0,0.4,-158.102
Corporate,Office Supplies,Binders,East,13.896,3.0,0.7,-9.264
Home Office,Office Supplies,Storage,South,432.456,3.0,0.2,32.4342
Consumer,Office Supplies,Binders,East,673.568,2.0,0.2,252.588
Consumer,Office Supplies,Fasteners,Central,4.344,3.0,0.2,0.8688
Consumer,Furniture,Chairs,East,127.764,2.0,0.1,21.294
Consumer,Office Supplies,Appliances,East,601.3,2.0,0.0,198.429
Corporate,Office Supplies,Paper,Central,38.016,6.0,0.2,13.7808
Consumer,Furniture,Tables,East,1018.104,4.0,0.4,-373.3048
Home Office,Technology,Phones,West,31.176,3.0,0.2,-7.0146
Corporate,Office Supplies,Binders,West,4.544,2.0,0.2,1.6472
Corporate,Furniture,Chairs,East,422.625,7.0,0.3,0.0
Consumer,Office Supplies,Labels,South,196.62,2.0,0.0,96.3438
Corporate,Furniture,Furnishings,Central,21.936,2.0,0.6,-10.4196
Home Office,Office Supplies,Binders,East,134.272,8.0,0.2,46.9952
Consumer,Furniture,Tables,Central,447.84,4.0,0.0,98.5248
Consumer,Furniture,Tables,West,210.008,1.0,0.2,2.6251
Consumer,Office Supplies,Binders,East,4305.552,6.0,0.2,1453.1238
Corporate,Office Supplies,Fasteners,East,8.0,2.0,0.2,2.8
Corporate,Furniture,Furnishings,East,42.368,2.0,0.2,8.4736
Consumer,Office Supplies,Binders,East,8.856,6.0,0.7,-6.4944
Corporate,Furniture,Furnishings,Central,38.08,5.0,0.6,-29.512
Corporate,Furniture,Furnishings,West,14.82,3.0,0.0,6.2244
Corporate,Office Supplies,Appliances,East,99.28,2.0,0.2,12.41
Consumer,Office Supplies,Envelopes,Central,7.072,2.0,0.2,2.3868
Corporate,Furniture,Tables,West,399.672,7.0,0.2,-14.9877
Consumer,Furniture,Tables,West,626.352,3.0,0.2,-23.4882
Consumer,Furniture,Furnishings,East,310.88,2.0,0.2,23.316
Corporate,Office Supplies,Storage,East,66.688,1.0,0.2,4.168
Consumer,Office Supplies,Supplies,Central,44.688,7.0,0.2,5.0274
Consumer,Office Supplies,Binders,Central,10.4,5.0,0.0,5.096
Consumer,Furniture,Furnishings,East,21.88,5.0,0.2,6.2905
Home Office,Technology,Accessories,Central,13.616,2.0,0.2,3.5742
Home Office,Technology,Accessories,East,63.96,4.0,0.0,19.8276
Home Office,Office Supplies,Binders,East,14.46,3.0,0.0,7.0854
Consumer,Office Supplies,Binders,West,39.92,2.0,0.2,12.974
Corporate,Furniture,Chairs,South,218.352,3.0,0.2,-19.1058
Consumer,Office Supplies,Labels,West,21.56,7.0,0.0,10.3488
Consumer,Furniture,Tables,West,515.88,6.0,0.0,113.4936
Consumer,Office Supplies,Binders,East,11.808,2.0,0.2,4.2804
Consumer,Furniture,Chairs,East,1931.04,9.0,0.1,321.84
Consumer,Office Supplies,Paper,East,9.96,2.0,0.0,4.6812
Home Office,Office Supplies,Fasteners,West,12.35,5.0,0.0,5.8045
Home Office,Office Supplies,Binders,Central,11.646,9.0,0.8,-17.469
Consumer,Office Supplies,Paper,West,68.52,3.0,0.0,31.5192
Consumer,Office Supplies,Labels,West,43.86,6.0,0.0,20.6142
Corporate,Technology,Accessories,East,139.96,5.0,0.2,-1.7495
Consumer,Office Supplies,Paper,West,7.42,2.0,0.0,3.71
Consumer,Furniture,Chairs,West,71.992,1.0,0.2,-0.8999
Consumer,Office Supplies,Art,West,19.9,5.0,0.0,6.567
Consumer,Office Supplies,Art,South,2.064,1.0,0.2,0.1548
Consumer,Office Supplies,Paper,Central,14.304,6.0,0.2,5.0064
Consumer,Furniture,Tables,Central,765.625,7.0,0.5,-566.5625
Consumer,Furniture,Chairs,South,64.784,1.0,0.2,6.4784
Consumer,Office Supplies,Binders,East,7.712,2.0,0.2,2.7956
