carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Very Good,G,VS2,60.2,57,561,4.42,4.45,2.67
0.32,Good,G,VS2,63.3,54,561,4.36,4.39,2.77
1.51,Ideal,G,SI1,62.9,57,11255,7.3,7.27,4.58
0.32,Ideal,G,VS2,61.4,55,561,4.4,4.46,2.72
0.54,Premium,H,VVS2,60.6,60,1662,5.29,5.31,3.21
0.53,Ideal,G,SI1,61.8,58,1255,5.16,5.19,3.2
0.72,Very Good,F,SI2,60.4,59,2158,5.8,5.83,3.51
0.74,Good,F,SI2,59.3,61,2190,5.87,5.97,3.51
0.54,Ideal,H,VVS1,61.8,55,1944,5.24,5.21,3.23
0.77,Very Good,J,VS2,62.1,62,1843,5.82,5.87,3.63
1.08,Ideal,I,VS2,61.8,54.2,5357,6.57,6.6,4.07
0.24,Very Good,F,VVS1,57.2,63,478,4.1,4.15,2.36
0.5,Very Good,D,SI1,61.9,62,1354,5.03,5.09,3.13
1.03,Very Good,E,SI1,62.6,58,5029,6.42,6.49,4.04
0.32,Very Good,E,SI1,60.1,60,561,4.42,4.47,2.67
0.3,Very Good,E,VS2,60.7,63,612,4.32,4.35,2.63
0.32,Premium,G,VS2,61.7,60,561,4.32,4.4,2.69
0.31,Ideal,D,SI1,62.1,56,732,4.37,4.33,2.7
1.02,Very Good,I,VS1,62.2,60,5302,6.4,6.43,3.99
1.37,Ideal,G,IF,62.3,54,13439,7.11,7.15,4.43
0.7,Very Good,H,VS1,60.3,63,2399,5.77,5.73,3.47
0.32,Ideal,H,VVS1,61.6,54,708,4.42,4.45,2.73
0.33,Ideal,G,VS1,62.1,56,666,4.4,4.42,2.74
0.3,Premium,E,VS2,61.8,58,844,4.28,4.26,2.64
0.47,Good,E,VS1,58.3,61.2,1447,5.11,5.15,2.98
0.61,Good,I,VS2,63.7,60,1239,5.34,5.28,3.38
0.73,Ideal,E,SI1,62.2,56,3038,5.76,5.79,3.59
0.4,Very Good,D,VVS2,62.6,55,1168,4.7,4.72,2.95
0.73,Premium,H,SI2,58.7,58,1927,5.94,5.91,3.48
0.5,Fair,G,I1,64.6,60,701,5.04,4.96,3.23
0.92,Premium,I,SI2,61.5,59,3040,6.27,6.21,3.84
1.07,Premium,G,VS2,60.5,56,6471,6.71,6.64,4.04
0.3,Premium,I,VS1,62,58,608,4.3,4.25,2.65
1.51,Very Good,F,VS1,60,60,16402,7.39,7.42,4.44
0.32,Ideal,G,VS2,61.8,55,720,4.42,4.41,2.73
2.14,Premium,I,SI2,62.1,58,12970,8.31,8.23,5.13
0.38,Ideal,E,VS1,60.8,56,940,4.7,4.75,2.86
0.81,Premium,F,SI1,61.9,59,3043,5.97,5.95,3.69
0.41,Good,D,SI1,63.4,55,738,4.68,4.72,2.98
0.41,Ideal,F,VS2,62.1,56,863,4.74,4.79,2.96
0.56,Ideal,I,SI1,61.9,57,1212,5.25,5.29,3.26
1.56,Fair,G,SI2,64.8,59,7950,7.38,7.19,4.72
1.71,Premium,I,VS1,60.7,60,13097,7.74,7.71,4.69
1.2,Very Good,G,SI2,62.5,57,5250,6.73,6.84,4.24
0.34,Ideal,E,VS1,61.2,55,790,4.51,4.54,2.77
0.72,Premium,F,SI1,60.1,59,2492,5.83,5.81,3.5
0.31,Premium,J,VS2,62.4,60,380,4.29,4.33,2.69
1.2,Ideal,I,VS1,62.5,55,6639,6.76,6.81,4.24
1.11,Ideal,E,SI2,61.2,55,5358,6.72,6.68,4.1
1.52,Very Good,G,VS2,62.4,56,11093,7.26,7.36,4.56
0.32,Ideal,G,VVS1,61.7,56,814,4.4,4.42,2.72
0.32,Premium,F,SI1,60,59,533,4.42,4.45,2.66
0.3,Ideal,G,VS1,62.2,55,605,4.28,4.31,2.67
0.41,Ideal,F,VS1,62.7,55,1007,4.74,4.77,2.98
1.17,Premium,H,SI1,62.3,57,5004,6.75,6.71,4.19
2,Ideal,G,SI2,62.2,57,11988,8.13,8,5.02
0.3,Ideal,F,SI1,60.2,56,475,4.36,4.41,2.64
0.55,Premium,D,VS2,61.3,60,1928,5.28,5.29,3.24
0.7,Ideal,D,SI2,62.1,56,2575,5.67,5.71,3.53
1.5,Premium,H,VS2,62.4,59,11194,7.32,7.29,4.56
0.4,Very Good,E,VS2,61.2,60,912,4.79,4.68,2.9
0.9,Ideal,J,VS1,62.6,55,3048,6.13,6.11,3.83
0.72,Premium,D,SI1,60.5,57,3048,5.89,5.85,3.55
1.8,Very Good,E,SI1,62.2,57,17273,7.81,7.89,4.88
0.34,Premium,E,SI1,59,60,765,4.62,4.56,2.71
1.5,Good,E,VS2,63.9,58,13846,7.21,7.19,4.6
0.32,Ideal,E,VS2,61.4,56,900,4.43,4.4,2.71
0.62,Very Good,D,VVS2,58.1,63,3050,5.59,5.66,3.27
1.01,Ideal,G,SI1,63.1,53,5430,6.36,6.42,4.03
0.7,Very Good,J,VS2,63.2,57,1997,5.63,5.66,3.57
0.38,Premium,F,SI1,62.7,58,898,4.62,4.6,2.89
0.38,Ideal,F,SI1,60.4,57,844,4.7,4.74,2.85
0.34,Premium,H,SI1,60.2,58,612,4.52,4.48,2.71
1.66,Ideal,I,VS1,61,55,10691,7.67,7.64,4.67
2.01,Premium,I,VS2,62.1,59,15379,7.98,8.06,4.98
0.59,Ideal,G,VVS2,62.6,57,2125,5.33,5.37,3.35
0.77,Ideal,F,VS2,61.2,57,3052,5.93,5.97,3.64
0.51,Very Good,F,VVS2,60.8,56,2041,5.17,5.2,3.15
1.03,Fair,G,SI1,66.1,56,3052,6.26,6.2,4.12
0.32,Very Good,E,VS2,62.9,56,702,4.36,4.39,2.75
1.72,Premium,G,VS1,59.4,60,17605,7.82,7.86,4.66
0.71,Very Good,I,SI2,60.4,59,2003,5.76,5.79,3.49
0.57,Ideal,D,VS2,62.1,56,1963,5.34,5.29,3.3
0.81,Ideal,F,SI2,62.3,54,3053,5.94,5.98,3.72
0.78,Ideal,E,SI2,61,56,3053,5.92,5.98,3.63
0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6
0.53,Ideal,G,VVS1,61.8,56,2005,5.18,5.2,3.21
0.92,Ideal,D,VS2,61.4,56,6513,6.26,6.28,3.85
0.3,Ideal,G,VVS2,62.2,57,655,4.25,4.3,2.66
1.15,Very Good,G,VVS2,63.2,58,9068,6.68,6.61,4.2
0.78,Ideal,H,SI2,61.9,54,2012,5.89,5.85,3.63
0.51,Ideal,G,SI1,61.5,55.5,1254,5.13,5.19,3.17
0.38,Very Good,G,VS1,60.7,55,1031,4.71,4.74,2.87
1.15,Ideal,F,VS1,61.1,55,10316,6.76,6.82,4.15
1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17
1.31,Ideal,F,VS2,59.6,60,10243,7.06,7.16,4.24
1.56,Good,G,SI2,63.7,54,6246,7.35,7.31,4.67
1.55,Ideal,F,SI2,62.3,55.5,9808,7.36,7.42,4.61
1.51,Premium,D,SI1,59.6,58,12738,7.51,7.48,4.47
0.64,Ideal,G,VVS2,61.8,56,2587,5.53,5.56,3.43
1.53,Premium,I,VS1,62,57,9877,7.39,7.35,4.57
0.92,Very Good,D,SI2,60.2,61,3057,6.27,6.32,3.79
2.3,Premium,J,SI2,59.7,58,13560,8.63,8.68,5.17
0.76,Good,F,VS1,59.9,61,3057,5.89,5.98,3.56
0.33,Premium,G,VS1,62.4,59,854,4.47,4.41,2.77
1.1,Premium,F,VS2,61.1,57,7115,6.71,6.65,4.08
1.21,Premium,H,SI1,61.8,58,6180,6.83,6.79,4.21
0.7,Fair,G,VS1,56.2,65,2384,5.93,5.88,3.32
0.91,Premium,J,VS2,61.6,58,3058,6.28,6.23,3.85
0.28,Ideal,F,SI1,62.3,54,453,4.21,4.23,2.63
0.59,Ideal,F,SI1,62.3,54,1424,5.37,5.41,3.36
0.7,Ideal,I,VVS2,62.5,54,2276,5.69,5.74,3.57
0.33,Ideal,F,VVS1,61.9,56,955,4.42,4.47,2.75
2.01,Good,H,SI2,64,51,15888,8.08,8.01,5.15
0.74,Very Good,H,VVS1,62.4,57,3061,5.76,5.81,3.61
0.34,Ideal,E,VVS2,62.4,55,944,4.47,4.51,2.79
0.7,Premium,G,VS2,61.8,58,2479,5.66,5.64,3.49
0.32,Ideal,D,VVS1,61.8,56,910,4.37,4.4,2.71
0.3,Very Good,G,VVS1,60.6,61,789,4.33,4.35,2.63
1.3,Very Good,I,VS2,62.7,57,6290,6.88,6.9,4.32
0.41,Ideal,E,VVS2,61.6,56,1243,4.8,4.78,2.95
0.82,Premium,G,SI2,62.3,58,2456,5.96,5.98,3.72
0.51,Ideal,E,SI1,61.3,55,1546,5.17,5.11,3.15
0.56,Very Good,F,VVS2,59.5,61,2236,5.36,5.33,3.18
0.5,Ideal,D,VS2,62.5,54,1752,5.05,5.09,3.17
2.02,Premium,F,SI2,61.3,58,13267,8.09,8.05,4.95
0.93,Premium,J,VS1,60.3,58,3062,6.37,6.31,3.82
0.53,Ideal,E,VS2,61.3,55,1739,5.22,5.25,3.21
0.27,Ideal,D,IF,62.4,56,893,4.15,4.12,2.58
0.7,Good,E,VS1,59.4,61,3063,5.79,5.83,3.45
1.73,Premium,I,SI2,61.1,62,7270,7.64,7.54,4.64
1.71,Ideal,F,VS2,61.9,57,16384,7.73,7.62,4.75
3,Very Good,H,I1,63.1,55,6512,9.23,9.1,5.77
1.2,Premium,G,VVS2,61.2,58,9873,6.84,6.88,4.2
0.77,Ideal,F,SI1,61.9,57,2642,5.88,5.91,3.65
0.51,Ideal,E,SI2,61,56,1205,5.2,5.16,3.16
0.71,Ideal,F,SI1,62.7,55,2346,5.65,5.74,3.57
1.17,Ideal,I,VS1,61.5,57,5892,6.74,6.79,4.16
2.08,Premium,G,SI2,62.2,60,12883,8.16,8.09,5.06
0.77,Ideal,I,VS1,61.4,56,3066,5.9,5.93,3.63
0.29,Ideal,D,VVS2,62.8,56,664,4.23,4.3,2.68
0.71,Ideal,F,VS1,62.1,57,3066,5.73,5.76,3.57
0.4,Ideal,E,VVS2,61.1,57,895,4.77,4.79,2.92
0.34,Ideal,E,SI1,62.2,55,765,4.49,4.45,2.78
0.33,Premium,E,VS2,61.5,59,928,4.46,4.42,2.73
0.51,Ideal,D,VS2,61.9,57,1787,5.09,5.15,3.17
3.01,Good,I,SI2,63.9,60,18242,9.06,9.01,5.77
0.72,Ideal,F,SI1,61.2,55,2737,5.78,5.82,3.55
1.34,Premium,G,VS2,61,60,7780,7.13,7.07,4.33
0.7,Very Good,G,SI2,58.2,63,1966,5.82,5.79,3.38
0.8,Very Good,G,SI1,62.9,56,3070,5.88,5.95,3.72
1.36,Very Good,F,SI1,62.8,53,6597,7.05,7.1,4.45
0.53,Very Good,F,VS2,63.4,56,1636,5.16,5.13,3.26
0.4,Ideal,J,VS1,61.5,58,633,4.73,4.76,2.92
0.32,Premium,D,VS2,61.7,58,758,4.34,4.38,2.69
0.51,Ideal,F,SI2,61,55,1100,5.18,5.21,3.17
1.04,Premium,G,SI1,60.9,59,5017,6.57,6.53,3.99
0.24,Very Good,F,VVS2,60.9,55,547,4.07,4.08,2.48
0.5,Premium,G,SI1,62.6,56,1286,5.1,5.06,3.18
2.01,Very Good,G,SI1,63.1,59,18741,8.03,7.98,5.05
0.44,Premium,H,VVS1,60.1,58,1196,4.96,4.92,2.97
1.52,Very Good,D,SI2,60.6,62,9389,7.37,7.42,4.48
2,Good,G,SI2,64.3,56,12654,7.93,7.89,5.09
0.25,Ideal,G,VS1,62.6,53,438,4.01,4.07,2.53
0.39,Ideal,G,VS1,62.6,55,1008,4.66,4.69,2.93
0.9,Fair,I,VVS2,67,56,3074,5.91,5.83,3.93
0.5,Ideal,G,VVS2,62,56,1838,5.09,5.13,3.17
1.08,Ideal,G,SI1,61.8,56,5352,6.58,6.55,4.06
1.2,Premium,E,VVS1,60.2,60,13321,6.84,6.97,4.16
1.31,Premium,I,VS2,60.4,59,5832,7.16,7.05,4.29
1.04,Premium,G,SI1,59.2,61,4811,6.68,6.63,3.94
0.56,Premium,E,VS2,62.1,57,1915,5.3,5.27,3.28
0.29,Very Good,H,VVS2,61.7,55,541,4.27,4.3,2.64
0.5,Ideal,G,VVS2,61.4,56,1787,5.11,5.15,3.15
0.76,Ideal,D,SI1,62.8,57,3075,5.81,5.85,3.66
0.39,Ideal,F,VVS1,62.3,55,1124,4.67,4.7,2.92
0.31,Ideal,D,SI2,62.5,55,593,4.34,4.3,2.7
1.01,Premium,H,VS2,62.5,58,5611,6.41,6.33,3.98
0.73,Ideal,E,VS2,62.7,56,3077,5.75,5.8,3.62
0.37,Premium,D,SI1,61.9,59,681,4.62,4.65,2.87
1.07,Ideal,D,VVS2,60.3,56,12545,6.63,6.68,4.01
0.3,Ideal,E,VS2,61.5,55,844,4.34,4.31,2.66
0.4,Very Good,F,SI1,62.8,59,737,4.71,4.72,2.96
0.31,Premium,H,IF,60.8,59,739,4.36,4.39,2.66
0.76,Ideal,E,VS2,61.3,56,3079,5.79,5.83,3.56
1.23,Premium,F,VS2,59.6,58,8855,6.94,7.02,4.16
0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
0.5,Ideal,G,VS1,62,55,1746,5.11,5.05,3.15
0.26,Ideal,G,SI1,62.2,54,394,4.11,4.12,2.56
0.41,Premium,F,VVS2,61.6,59,1017,4.79,4.73,2.93
0.37,Premium,D,VVS2,61,60,1145,4.64,4.61,2.82
2.53,Ideal,J,SI2,61.5,53,15993,8.78,8.74,5.39
0.5,Ideal,F,IF,61.2,57,2419,5.11,5.15,3.14
0.7,Ideal,G,VS1,62.2,55,2475,5.69,5.72,3.55
1.66,Premium,H,VS2,62.3,58,10993,7.62,7.57,4.73
0.7,Ideal,I,SI1,61.9,58,2110,5.66,5.68,3.51
0.75,Ideal,F,VS2,62.1,57,3081,5.8,5.82,3.61
0.79,Ideal,F,SI1,62,55,3081,5.93,5.95,3.68
0.36,Ideal,F,VS2,61.5,55,807,4.6,4.57,2.82
0.41,Ideal,G,VVS1,61.5,57,1123,4.79,4.82,2.95
1.06,Premium,H,SI1,61,58,4984,6.57,6.61,4.02
0.63,Ideal,F,VS1,62.3,56,2644,5.46,5.49,3.41
0.62,Very Good,D,VS2,59.2,59.1,2311,5.55,5.6,3.3
2.01,Very Good,H,SI1,62.6,59,16901,7.95,7.98,4.99
0.3,Ideal,E,VS2,61.5,55,658,4.31,4.34,2.66
0.71,Very Good,F,VS2,63.2,59,2319,5.66,5.6,3.56
0.41,Ideal,G,VVS1,62.5,53,1068,4.76,4.78,2.98
1.5,Good,E,VVS2,64.3,58,17449,7.2,7.13,4.61
1.01,Very Good,F,VS2,58.8,63,6257,6.51,6.56,3.84
0.7,Ideal,I,VVS1,62.8,56.3,2386,5.65,5.69,3.56
1.2,Good,F,SI2,59,60,5514,6.9,6.97,4.09
1.5,Fair,H,SI1,66.1,57,7832,7.06,6.98,4.64
2.17,Premium,F,I1,60.7,59,9078,8.43,8.35,5.09
0.71,Very Good,D,VS2,61.8,55,3084,5.72,5.74,3.54
0.41,Ideal,D,VVS2,62.1,56,1295,4.76,4.78,2.96
0.32,Premium,G,VS1,60.6,60,828,4.44,4.4,2.68
0.53,Ideal,E,VVS1,61.8,55,3084,5.19,5.24,3.22
0.61,Ideal,E,VVS1,62.2,56,3084,5.43,5.47,3.39
0.44,Premium,G,SI1,61.9,58,990,4.87,4.83,3
1.14,Ideal,G,VVS2,61,56,9013,6.74,6.76,4.12
2.1,Very Good,I,SI1,59.9,61,15474,8.26,8.34,4.97
0.32,Good,E,SI1,63.3,55,524,4.33,4.36,2.75
0.4,Premium,E,VS1,61.5,58,800,4.73,4.76,2.92
0.51,Good,E,VS1,61.3,63,1841,5.11,5.16,3.15
0.3,Ideal,D,VS2,62.2,55,911,4.33,4.29,2.68
1.19,Ideal,G,VVS1,61.6,59,10508,6.78,6.79,4.18
0.37,Premium,E,VVS2,59.6,60,971,4.75,4.68,2.81
1.7,Premium,E,SI1,62.3,57,15662,7.68,7.6,4.76
0.81,Premium,G,VS2,61.2,60,3084,6,5.99,3.67
0.31,Very Good,E,VVS1,60.4,61,725,4.34,4.4,2.64
0.48,Very Good,D,IF,60.6,55,2677,5.08,5.12,3.09
0.3,Premium,D,VS2,62.3,58,710,4.29,4.32,2.68
0.32,Premium,D,SI1,60.4,58,756,4.47,4.44,2.69
1.28,Ideal,I,SI2,61.7,59,5419,6.96,6.92,4.28
0.41,Ideal,E,SI2,62.8,57,876,4.73,4.7,2.96
0.7,Good,D,VS2,63.9,58,3087,5.58,5.62,3.58
1.56,Very Good,H,VS2,63.1,60,11039,7.43,7.34,4.66
0.52,Ideal,D,SI1,63,57,1605,5.14,5.12,3.23
1.52,Premium,I,SI1,61.9,58,8631,7.42,7.37,4.58
0.76,Ideal,E,SI1,62.4,57,3087,5.83,5.87,3.65
1.57,Ideal,I,VS1,62.3,57,10209,7.44,7.48,4.65
0.5,Ideal,E,VS2,61.8,55,1624,5.06,5.11,3.14
0.41,Ideal,E,VS1,62.3,53,863,4.74,4.76,2.96
0.31,Ideal,D,VS2,61.6,55,804,4.4,4.37,2.7
1.23,Premium,H,SI2,62,59,5717,6.92,6.88,4.28
1.51,Ideal,E,VS2,61.2,57,14889,7.37,7.47,4.54
0.71,Ideal,E,SI2,61.2,57,2619,5.75,5.78,3.53
0.31,Ideal,E,VS1,61.6,55,871,4.37,4.39,2.7
2.31,Premium,I,SI2,62.9,58,17218,8.43,8.34,5.27
1.03,Very Good,G,VS2,62.2,57,6786,6.43,6.46,4.01
0.73,Ideal,G,SI1,61.7,57,3089,5.78,5.81,3.57
0.31,Ideal,D,SI1,61.8,56,732,4.37,4.34,2.69
0.58,Ideal,F,VVS1,61.7,55,3090,5.36,5.39,3.31
0.33,Ideal,F,VVS1,61.8,57,955,4.44,4.46,2.75
0.76,Ideal,F,SI2,61.1,55,2469,5.9,5.94,3.62
0.79,Ideal,I,SI1,60.5,58,2539,5.97,5.99,3.62
1.21,Ideal,F,VS2,62.6,55,7826,6.8,6.75,4.24
1.2,Premium,G,I1,60.3,58,3091,6.82,6.77,4.1
0.32,Premium,F,SI2,59.7,59,421,4.43,4.48,2.66
0.56,Very Good,D,VS1,60.8,60,2188,5.32,5.34,3.24
0.4,Ideal,F,I1,63.3,60,630,4.68,4.64,2.95
0.7,Ideal,D,VS2,61.6,58,3092,5.66,5.7,3.5
0.54,Ideal,D,VS1,62,56,1941,5.21,5.25,3.24
1.03,Ideal,F,VS2,61.4,58,6809,6.49,6.51,3.99
1.13,Very Good,I,VS2,60.7,58,5531,6.72,6.75,4.09
0.41,Ideal,J,VS1,60.2,57,647,4.81,4.85,2.91
1.51,Very Good,G,VS1,60.2,63,12430,7.39,7.36,4.44
0.4,Very Good,E,VVS2,61.4,56,988,4.74,4.81,2.93
1.72,Very Good,F,SI1,63.2,61,13622,7.62,7.57,4.8
0.53,Ideal,G,VVS2,62.2,54,1948,5.17,5.22,3.23
0.52,Good,F,SI2,61.5,60.5,1170,5.11,5.16,3.16
0.9,Premium,H,SI1,62.4,56,3095,6.13,6.05,3.8
0.35,Ideal,F,VS1,60.9,56,839,4.52,4.56,2.77
0.71,Very Good,D,VS2,63,58,3096,5.65,5.68,3.57
0.77,Good,H,VVS1,63.1,57,3096,5.83,5.86,3.69
0.43,Premium,D,VS2,60.7,58,1129,4.88,4.84,2.95
1.71,Very Good,H,VS1,62,56,13904,7.64,7.68,4.75
0.37,Premium,G,VS1,61.5,58,957,4.6,4.57,2.82
0.33,Ideal,H,VVS1,62.5,56,702,4.42,4.44,2.77
1.33,Premium,G,SI2,63,59,6480,7,6.97,4.4
0.37,Ideal,D,VS2,61.4,55,1003,4.64,4.67,2.86
0.9,Very Good,I,SI2,60.4,58,3099,6.25,6.31,3.79
0.72,Ideal,D,VS2,61.8,57,3099,5.76,5.73,3.55
0.52,Ideal,F,VS1,61.6,56,1872,5.2,5.16,3.18
0.9,Ideal,F,VS2,62.3,57,5160,6.18,6.21,3.86
1.26,Premium,H,SI2,61.3,57,6350,6.96,6.87,4.24
1.02,Very Good,G,VVS1,62.1,59,7861,6.36,6.39,3.96
0.29,Very Good,H,VS1,62.2,56,444,4.24,4.27,2.64
1.24,Ideal,F,VVS2,62,57,12059,6.86,6.91,4.27
0.25,Premium,F,IF,61.1,58,740,4.1,4.08,2.5
0.37,Ideal,F,IF,62,57,1092,4.59,4.62,2.85
0.3,Premium,G,VS1,62,60,725,4.31,4.27,2.66
0.51,Ideal,D,VS2,61.9,55,1716,5.19,5.15,3.2
0.66,Ideal,D,VVS2,61.6,57,3103,5.57,5.64,3.45
0.26,Ideal,F,VS2,62.3,56,456,4.1,4.12,2.56
0.41,Premium,E,SI1,60.2,60,755,4.78,4.82,2.89
0.81,Very Good,H,VS1,63.6,57,3104,5.87,5.9,3.74
0.35,Ideal,G,IF,60.2,57,959,4.6,4.64,2.78
1.5,Very Good,I,VS1,62.7,59,9519,7.19,7.26,4.53
0.34,Ideal,E,VS1,60.8,57,805,4.49,4.53,2.74
0.3,Ideal,D,SI1,61.4,56,709,4.35,4.32,2.66
0.4,Premium,F,VS2,62.6,58,842,4.68,4.72,2.94
0.41,Premium,D,SI2,62.4,60,876,4.77,4.71,2.96
1.1,Ideal,G,VVS2,61,56,9856,6.69,6.73,4.09
1.13,Ideal,H,VVS2,59.7,59,7108,6.89,6.77,4.08
1.2,Good,F,VS2,62.3,57,8990,6.74,6.78,4.21
0.4,Premium,G,IF,60.8,58,1333,4.73,4.77,2.89
0.4,Ideal,I,VS1,61.2,56,736,4.76,4.82,2.93
1.52,Good,E,I1,57.3,58,3105,7.53,7.42,4.28
0.9,Ideal,J,VS2,59.8,56,3105,6.27,6.24,3.74
0.33,Very Good,D,SI1,62.8,55,608,4.41,4.45,2.78
0.42,Premium,H,VVS1,60.9,62,1096,4.86,4.8,2.94
1.03,Premium,E,VS2,60,59,6344,6.54,6.6,3.94
0.73,Ideal,I,SI1,62,56,2234,5.8,5.75,3.58
0.72,Ideal,F,VS1,62.4,55,3105,5.78,5.75,3.6
0.4,Ideal,F,VVS2,62.4,57,1163,4.73,4.69,2.94
0.34,Premium,G,VS2,62,59,596,4.43,4.47,2.76
0.31,Ideal,G,VS1,61,55,802,4.43,4.39,2.69
0.34,Good,H,VVS1,63.2,58,775,4.41,4.45,2.8
0.79,Good,E,SI1,63.2,56,3107,5.83,5.91,3.71
0.7,Very Good,E,VS1,63.4,56,3107,5.6,5.63,3.56
0.92,Ideal,F,VS2,61.2,56,5805,6.25,6.3,3.84
0.34,Premium,F,VS2,61.2,59,686,4.49,4.53,2.76
0.6,Very Good,J,VS1,62.6,56,1378,5.37,5.41,3.37
2.01,Very Good,I,SI1,62.8,60,14811,7.99,8.04,5.03
1.08,Good,E,SI1,63.1,59,5096,6.49,6.53,4.11
0.54,Ideal,E,VS2,62.4,56,1765,5.23,5.19,3.25
0.32,Premium,H,VS1,61.3,60,561,4.33,4.38,2.67
1.71,Ideal,G,VS2,61.8,57,16817,7.7,7.6,4.73
0.51,Ideal,E,SI1,62.1,55,1438,5.09,5.15,3.18
0.32,Very Good,E,SI1,61.6,56,561,4.39,4.41,2.71
0.32,Good,I,SI2,63.4,56,374,4.34,4.37,2.76
0.32,Very Good,G,VS2,62.4,59,561,4.33,4.36,2.71
0.4,Ideal,E,VS1,62.2,58,951,4.72,4.74,2.94
0.53,Ideal,E,VVS2,61.8,55,2433,5.16,5.19,3.2
0.32,Premium,G,VS2,62,58,561,4.33,4.38,2.7
1.2,Premium,E,SI1,61.8,56,6653,6.82,6.75,4.19
0.25,Very Good,E,VS2,61.3,57,480,4.05,4.08,2.49
0.31,Ideal,E,VS2,61.9,55,872,4.39,4.34,2.7
0.52,Very Good,J,SI1,62.5,59,1019,5.14,5.16,3.22
0.32,Very Good,E,SI1,62.2,57,561,4.38,4.43,2.74
0.32,Premium,H,VS1,60.6,60,561,4.4,4.44,2.68
1.01,Good,D,SI1,63.9,62,5055,6.25,6.31,4.01
0.32,Ideal,D,VS2,61.2,56,671,4.38,4.41,2.69
0.31,Premium,J,VS2,62.5,60,488,4.36,4.31,2.71
0.7,Premium,H,VVS1,58.3,60,2603,5.83,5.8,3.39
1.01,Fair,D,SI1,66.9,54,4751,6.25,6.21,4.17
0.39,Very Good,G,SI1,61.7,59.4,709,4.65,4.7,2.88
1,Fair,F,VS2,66.7,57,4732,6.11,6.04,4.05
1.18,Ideal,G,VS1,61.3,56,8414,6.81,6.83,4.17
1.59,Ideal,D,SI1,61.3,56,13298,7.5,7.6,4.63
0.77,Good,G,SI2,63.9,59,2550,5.84,5.78,3.71
0.8,Very Good,H,SI2,63.4,58,2502,5.87,5.84,3.71
0.3,Premium,E,VS2,62.3,58,844,4.32,4.28,2.68
0.55,Ideal,E,SI1,62.3,56,1668,5.26,5.23,3.27
0.79,Premium,H,SI1,60.1,60,2498,6.04,5.98,3.61
0.45,Fair,E,VS2,65.8,58,951,4.81,4.74,3.14
0.33,Ideal,D,VS2,62.1,55,781,4.43,4.46,2.76
0.31,Premium,H,VVS1,60.5,58,907,4.43,4.4,2.67
1.31,Ideal,H,VS1,62.5,56,8774,7.03,6.95,4.37
1,Good,G,SI1,64.4,54,4882,6.29,6.32,4.06
1.07,Premium,H,VS2,62.1,59,5424,6.56,6.52,4.06
0.31,Ideal,E,VS2,61.6,57,680,4.35,4.38,2.69
0.81,Ideal,E,SI1,62.4,57,3109,5.92,5.97,3.71
2.09,Ideal,I,VS2,62.5,56,17999,8.13,8.17,5.1
0.3,Premium,I,VVS1,62.6,60,709,4.28,4.25,2.67
2.03,Premium,I,VS2,60.5,62,16309,8.22,8.17,4.96
0.8,Ideal,H,VS1,63.1,58,3111,5.89,5.96,3.74
1.6,Ideal,E,SI1,61.9,54,11437,7.56,7.5,4.66
0.7,Very Good,F,VS2,62.3,59,2744,5.63,5.7,3.53
0.79,Premium,D,SI1,61.4,59,3112,5.89,5.96,3.64
0.32,Ideal,E,VVS1,61.5,56,1140,4.43,4.45,2.73
0.53,Ideal,E,SI2,60.9,57,1223,5.21,5.23,3.18
1.4,Very Good,G,VS1,62.6,58,11262,7.03,7.07,4.41
1.59,Ideal,H,VS2,60.7,61,11437,7.56,7.5,4.57
0.33,Ideal,E,VS2,60.6,55,928,4.5,4.48,2.72
0.38,Ideal,E,VS2,61.9,57,963,4.66,4.61,2.87
0.35,Ideal,I,VS2,61.1,57,509,4.55,4.58,2.79
1,Very Good,D,VVS2,59.9,61,9740,6.42,6.5,3.87
0.76,Premium,E,SI2,61.5,58,2688,5.86,5.81,3.59
0.24,Very Good,E,VVS2,58.9,63,485,4.05,4.07,2.39
0.33,Ideal,E,VS2,61.7,55,792,4.45,4.47,2.75
0.39,Good,F,VS2,63.3,55,788,4.63,4.66,2.94
0.78,Good,E,SI1,57.9,62,2723,6.06,6.03,3.5
1.2,Ideal,E,VVS1,61.6,57,13474,6.78,6.83,4.19
0.75,Good,G,SI2,63.9,62,2115,5.66,5.61,3.6
1.21,Ideal,J,SI1,62.7,55,5489,6.84,6.79,4.27
0.23,Very Good,E,VVS2,61.6,61,505,3.92,3.97,2.43
0.58,Premium,E,VS2,61.5,58,2535,5.41,5.38,3.32
0.53,Ideal,H,VS1,61.7,56,1607,5.22,5.18,3.21
0.71,Ideal,F,VS2,61.2,56,3116,5.77,5.79,3.54
0.51,Ideal,D,VS2,60.5,56,1644,5.2,5.21,3.15
0.32,Very Good,I,VVS1,60.9,57,596,4.45,4.48,2.71
0.85,Ideal,G,SI1,60.4,56,3118,6.26,6.17,3.75
0.38,Ideal,E,SI2,62.2,56,663,4.64,4.66,2.89
0.31,Ideal,E,IF,60.7,56,1051,4.36,4.4,2.66
